EntrezGeneID	Annotation	GOterms
SymbC1.scaffold24.225.m1	sigma-54-dependent Fis family transcriptional regulator	GO:0005524|GO:0006355|GO:0043565|GO:0008134
SymbC1.scaffold24.230.m1	dTMP kinase	GO:0004798|GO:0005524|GO:0006233
SymbC1.scaffold24.232.m1	squalene--hopene cyclase	GO:0055085|GO:0022857
SymbC1.scaffold24.235.m1	thymidine phosphorylase	GO:0004645|GO:0006206|GO:0016154|GO:0006213
SymbC1.scaffold24.236.m1	tail-specific protease	GO:0005515|GO:0006508|GO:0004252
SymbC1.scaffold24.24.m1	chalcone synthase	GO:0071949|GO:0016747|GO:0009058
SymbC1.scaffold24.30.m1	ATP-dependent DNA helicase	GO:0003677|GO:0005524|GO:0004003
SymbC1.scaffold24.31.m1	gfo Idh family oxidoreductase	GO:0004831|GO:0005524|GO:0006437|GO:0003723|GO:0005737|GO:0016491|GO:0005509|GO:0050518|GO:0055114|GO:0008299
SymbC1.scaffold24.32.m1	VWA domain-containing	GO:0005515
SymbC1.scaffold24.33.m1	methyltransferase domain-containing	GO:0008171|GO:0005515
SymbC1.scaffold24.36.m1	DUF1501 domain-containing	GO:0003824
SymbC1.scaffold24.37.m1	DUF1553 domain-containing	
SymbC1.scaffold24.48.m1	RNA polymerase subunit sigma-24	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold24.49.m1	containing domain	GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold24.5.m1	family ATPase	GO:0016887|GO:0005524|GO:0006629
SymbC1.scaffold24.54.m1	cycloartenol synthase	
SymbC1.scaffold24.55.m1	4-hydroxy-tetrahydrodipicolinate synthase	GO:0009089|GO:0008840
SymbC1.scaffold24.56.m1	MULTISPECIES: hypothetical protein	GO:0016887|GO:0005524
SymbC1.scaffold24.57.m1	ABC transporter permease	GO:0055085
SymbC1.scaffold24.60.m1	endonuclease exonuclease phosphatase	
SymbC1.scaffold24.65.m1	AAA family ATPase	GO:0016887|GO:0005524
SymbC1.scaffold24.66.m1	iron dicitrate transport regulator	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold24.68.m1	arylsulfatase	GO:0008484
SymbC1.scaffold24.69.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold24.70.m1	aldo keto reductase	GO:0016491|GO:0055114
SymbC1.scaffold24.71.m1	RNA polymerase subunit sigma-70	GO:0003700|GO:0006629|GO:0006355|GO:0006352
SymbC1.scaffold24.73.m1	extracellular solute-binding	GO:0000160
SymbC1.scaffold24.74.m1	hybrid sensor histidine kinase response regulator	GO:0000155|GO:0000160|GO:0016310
SymbC1.scaffold24.80.m1	class I SAM-dependent methyltransferase	GO:0008168
SymbC1.scaffold24.81.m1	transcription termination factor Rho	GO:0005524|GO:0003723|GO:0004140|GO:0008186|GO:0015937|GO:0006353
SymbC1.scaffold24.82.m1	long-chain fatty acid-- ligase	GO:0003824
SymbC1.scaffold24.83.m1	TPR repeat-containing	GO:0005515
SymbC1.scaffold24.84.m1	sugar phosphate isomerase epimerase	GO:0033739|GO:0008616|GO:0005737|GO:0055114|GO:0046857
SymbC1.scaffold24.85.m1	Immunoglobulin I-set domain	GO:0003824
SymbC1.scaffold24.88.m1	DUF1552 domain-containing	GO:0055085|GO:0015562
SymbC1.scaffold24.95.m1	DUF3991 domain-containing	GO:0003677|GO:0000150|GO:0006310
SymbC1.scaffold24.97.m1	SAM-dependent DNA methyltransferase	GO:0003677|GO:0008170|GO:0006306
SymbC1.scaffold24.98.m1	chromosome partitioning	
SymbC1.scaffold24.99.m1	IS256 family transposase	GO:0003677|GO:0004803|GO:0006313
SymbC1.scaffold240.1.m1	hypothetical protein AK812_SmicGene34157	
SymbC1.scaffold240.10.m1	dnaJ homolog subfamily B member 2	
SymbC1.scaffold240.11.m1	aldo keto reductase	GO:0016491|GO:0055114
SymbC1.scaffold240.12.m1	hypothetical protein AK812_SmicGene20154	
SymbC1.scaffold240.13.m1	#NAME?	
SymbC1.scaffold240.14.m1	NEDD8 RUB1	
SymbC1.scaffold240.17.m1	sulfate transporter	GO:0008272|GO:0008271|GO:0055085|GO:0016021
SymbC1.scaffold240.18.m1	NA	
SymbC1.scaffold240.2.m1	NA	
SymbC1.scaffold240.3.m1	hypothetical protein AK812_SmicGene34155	
SymbC1.scaffold240.4.m1	NA	
SymbC1.scaffold240.6.m1	ribosomal death-associated 3	GO:0004807
SymbC1.scaffold240.7.m1	NA	GO:0005515
SymbC1.scaffold2400.1.m1	eukaryotic aspartyl protease family	GO:0004190|GO:0006508
SymbC1.scaffold2400.2.m1	phosphatase 2C 71	GO:0003824|GO:0030246
SymbC1.scaffold2400.3.m1	NA	
SymbC1.scaffold2400.4.m1	Cation channel sperm-associated 1	GO:0005216|GO:0006811|GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold2400.5.m1	hypothetical protein AK812_SmicGene39818	
SymbC1.scaffold2400.6.m1	alanine mitochondrial	
SymbC1.scaffold24000.1.m1	DUF1800 domain-containing	
SymbC1.scaffold2401.1.m1	NA	
SymbC1.scaffold2401.2.m1	LINE-1 retrotransposable element ORF2	GO:0003676|GO:0004523
SymbC1.scaffold2401.3.m1	Digestive cysteine ase 2	
SymbC1.scaffold2401.5.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0005515
SymbC1.scaffold24010.1.m1	Beta-glucosidase 42	
SymbC1.scaffold24015.1.m1	ABC transporter substrate-binding	
SymbC1.scaffold24019.1.m1	arylsulfatase	GO:0016616|GO:0008484|GO:0051287|GO:0055114
SymbC1.scaffold2402.2.m1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	
SymbC1.scaffold2402.3.m1	Ankyrin repeat domain-containing 17	
SymbC1.scaffold2402.4.m1	heat shock 70	
SymbC1.scaffold2402.5.m1	Ser Thr	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold2402.6.m1	LEG1 homolog	
SymbC1.scaffold2402.7.m1	NA	
SymbC1.scaffold2403.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold2403.3.m1	ABC transporter ATP-binding permease	GO:0005524|GO:0042626|GO:0055085|GO:0016021
SymbC1.scaffold2403.4.m1	hypothetical protein AK812_SmicGene34214	
SymbC1.scaffold24034.1.m1	family hemolysin secretion activation	
SymbC1.scaffold2404.1.m1	hypothetical protein AK812_SmicGene45346	
SymbC1.scaffold2404.2.m1	cathepsin L1	GO:0006508|GO:0008234
SymbC1.scaffold2404.3.m1	Sodium bile acid cotransporter 7	
SymbC1.scaffold2404.4.m1	bolA 1 isoform X2	
SymbC1.scaffold2404.6.m1	NA	
SymbC1.scaffold24044.1.m1	sterol desaturase family	GO:0005506|GO:0016491|GO:0008610|GO:0055114
SymbC1.scaffold24044.2.m1	DNA helicase	GO:0000166|GO:0003676|GO:0006281|GO:0043140|GO:0006260|GO:0005622
SymbC1.scaffold2405.1.m1	Ankyrin repeat domain-containing 39	GO:0005515
SymbC1.scaffold2405.2.m1	polynucleotide kinase 3 -phosphatase	
SymbC1.scaffold2405.3.m1	Bifunctional polynucleotide phosphatase kinase	
SymbC1.scaffold2406.1.m1	Platelet-activating factor acetylhydrolase	GO:0003676
SymbC1.scaffold2406.2.m1	hypothetical protein AK812_SmicGene12205	
SymbC1.scaffold24062.1.m1	NADH-quinone oxidoreductase subunit H	GO:0016020|GO:0008137|GO:0051539|GO:0042773
SymbC1.scaffold2407.1.m1	NA	
SymbC1.scaffold2407.2.m1	Zinc finger MYND domain-containing 12	GO:0005515
SymbC1.scaffold2407.3.m1	Bifunctional aspartokinase homoserine dehydrogenase chloroplastic	GO:0003676|GO:0016491|GO:0015074|GO:0055114
SymbC1.scaffold2407.4.m1	thioredoxin reductase (NADPH)	GO:0015035|GO:0006662|GO:0045454
SymbC1.scaffold24078.1.m1	MULTISPECIES: hypothetical protein	GO:0005515
SymbC1.scaffold2408.1.m1	Cold shock	GO:0003676
SymbC1.scaffold2408.3.m1	Pumilio-like 3	GO:0005524|GO:0046872
SymbC1.scaffold24082.2.m1	ABC transporter permease	
SymbC1.scaffold2409.1.m1	hypothetical protein AK812_SmicGene2731	
SymbC1.scaffold24090.2.m1	F0F1 ATP synthase subunit alpha	GO:0005524|GO:0015986|GO:0046933
SymbC1.scaffold24091.1.m1	alkaline phosphatase	GO:0008484
SymbC1.scaffold241.1.m1	sodium:pantothenate symporter	GO:0055085|GO:0022857|GO:0016020
SymbC1.scaffold241.10.m1	glutamine--tRNA ligase	GO:0005524|GO:0005737|GO:0004819|GO:0006425
SymbC1.scaffold241.100.m1	NAD(P) FAD-dependent oxidoreductase	GO:0050661|GO:0050660|GO:0055114|GO:0004499|GO:0016787
SymbC1.scaffold241.107.m1	sigma-70 family RNA polymerase sigma factor	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold241.112.m1	#NAME?	GO:0016788|GO:0005506|GO:0015891|GO:0038023
SymbC1.scaffold241.113.m1	glutathione S-transferase	GO:0005515
SymbC1.scaffold241.115.m1	DUF3089 domain-containing	GO:0003824
SymbC1.scaffold241.118.m1	MFS transporter	
SymbC1.scaffold241.12.m1	polysaccharide biosynthesis	
SymbC1.scaffold241.13.m1	Cytochrome c	GO:0005515
SymbC1.scaffold241.17.m1	acyl- dehydrogenase	GO:0003995|GO:0050660|GO:0055114
SymbC1.scaffold241.18.m1	VOC family	GO:0006725|GO:0003824|GO:0008198|GO:0055114
SymbC1.scaffold241.19.m1	acyl- dehydrogenase	GO:0055085|GO:0016627|GO:0050660|GO:0055114
SymbC1.scaffold241.2.m1	hypothetical protein CBD42_06135	
SymbC1.scaffold241.20.m1	3,4-dihydroxy-2-butanone-4-phosphate synthase	GO:0009231|GO:0008686
SymbC1.scaffold241.21.m1	4-hydroxythreonine-4-phosphate dehydrogenase	GO:0051287|GO:0055114
SymbC1.scaffold241.24.m1	thiamine pyrophosphate-binding	GO:0000287|GO:0030976
SymbC1.scaffold241.26.m1	peptidase M16	GO:0003824|GO:0046872
SymbC1.scaffold241.27.m1	O-acetylhomoserine aminocarboxypropyltransferase	GO:0030170|GO:0003824
SymbC1.scaffold241.29.m1	DUF349 domain-containing	
SymbC1.scaffold241.3.m1	hybrid sensor histidine kinase response regulator	GO:0000155|GO:0007165|GO:0016310
SymbC1.scaffold241.32.m1	pimeloyl- dehydrogenase small subunit	GO:0016627|GO:0050660|GO:0055114
SymbC1.scaffold241.34.m1	ribonucleoside-diphosphate reductase subunit alpha	GO:0005524|GO:0004748|GO:0006260|GO:0009263|GO:0055114
SymbC1.scaffold241.36.m1	DUF1631 family	
SymbC1.scaffold241.38.m1	aspartate aminotransferase family	GO:0030170|GO:0006525|GO:0008483
SymbC1.scaffold241.40.m1	glutaredoxin [	GO:0015035|GO:0009055|GO:0045454
SymbC1.scaffold241.41.m1	aspartate aminotransferase	GO:0030170|GO:0003824|GO:0016021|GO:0009279|GO:0009058
SymbC1.scaffold241.49.m1	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	GO:0005975|GO:0050511|GO:0030259
SymbC1.scaffold241.5.m1	NADP-dependent oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold241.55.m1	pantothenate kinase	GO:0015940|GO:0004592|GO:0004594
SymbC1.scaffold241.58.m1	hypothetical protein CBC52_07955	
SymbC1.scaffold241.6.m1	tetratricopeptide repeat	GO:0005515|GO:0046872|GO:0004451|GO:0019752
SymbC1.scaffold241.65.m1	magnesium cobalt efflux	GO:0050660|GO:0006807|GO:0016021|GO:0016410|GO:0042158
SymbC1.scaffold241.66.m1	leucine--tRNA ligase	GO:0009360|GO:0003677|GO:0005524|GO:0006429|GO:0003887|GO:0004823|GO:0055085|GO:0022857|GO:0006260|GO:0016020|GO:0002161
SymbC1.scaffold241.67.m1	cobaltochelatase subunit	GO:0016887|GO:0005524
SymbC1.scaffold241.71.m1	SBP bac 5 and oligo HPY and ABC tran and BPD tran sp 1 and N domain containing	GO:0016887|GO:0005524|GO:0055085|GO:0016020|GO:0015833
SymbC1.scaffold241.72.m1	adenosylhomocysteinase	GO:0004013
SymbC1.scaffold241.73.m1	aminotransferase	GO:0030170|GO:0003824|GO:0006807|GO:0009058
SymbC1.scaffold241.74.m1	succinylglutamate desuccinylase	GO:0016788|GO:0001522|GO:0003723|GO:0016627|GO:0050660|GO:0055114|GO:0009982
SymbC1.scaffold241.76.m1	Fe-S oxidoreductase	
SymbC1.scaffold241.77.m1	rubrerythrin	GO:0016491|GO:0046872|GO:0055114
SymbC1.scaffold241.78.m1	acetolactate large subunit	GO:0000287|GO:0030976|GO:0003824
SymbC1.scaffold241.79.m1	hypothetical protein CBE03_04930	GO:0003824
SymbC1.scaffold241.83.m1	alpha beta hydrolase	GO:0003700|GO:0006355
SymbC1.scaffold241.87.m1	hypothetical protein CBE21_01310	GO:0003824|GO:0048037
SymbC1.scaffold241.91.m1	ABC transporter permease	GO:0055085
SymbC1.scaffold241.92.m1	diguanylate cyclase	
SymbC1.scaffold241.94.m1	taurine dioxygenase	GO:0016491|GO:0055114
SymbC1.scaffold241.95.m1	hypothetical protein CBC32_15480	GO:0005515
SymbC1.scaffold241.96.m1	hypothetical protein	GO:0000155|GO:0007165|GO:0070403
SymbC1.scaffold241.97.m1	response regulator	GO:0000155|GO:0000160|GO:0016310
SymbC1.scaffold2410.1.m1	lysine methyltransferase SET5	
SymbC1.scaffold2410.2.m1	lysine methyltransferase SET5	
SymbC1.scaffold2410.3.m1	Ankyrin repeat domain-containing 17	GO:0003676|GO:0008270
SymbC1.scaffold24101.1.m1	glucose sorbosone dehydrogenase	
SymbC1.scaffold2411.1.m1	Two pore calcium channel 1	GO:0005216|GO:0006811|GO:0055085|GO:0016020
SymbC1.scaffold2412.1.m1	hypothetical protein AK812_SmicGene10945	
SymbC1.scaffold24121.1.m1	M81 family peptidase	
SymbC1.scaffold24129.1.m1	Cell division penicillin-binding 2	GO:0008658
SymbC1.scaffold2413.1.m1	E3 ubiquitin- ligase HERC4	
SymbC1.scaffold2413.2.m1	heme oxygenase 1	GO:0004392|GO:0006788
SymbC1.scaffold2413.4.m1	hypothetical protein AK812_SmicGene45079	
SymbC1.scaffold2414.1.m1	NCS2 family permease	GO:0055085|GO:0022857|GO:0016020
SymbC1.scaffold2414.3.m1	hypothetical protein FIBSPDRAFT_833628, partial	
SymbC1.scaffold2414.4.m1	Glycosyl hydrolases family 16	GO:0005975|GO:0006955|GO:0005044|GO:0004553|GO:0030247
SymbC1.scaffold24140.1.m1	50S ribosomal L1	GO:0003723|GO:0003735|GO:0042254|GO:0015934|GO:0006412
SymbC1.scaffold24143.1.m1	stage II sporulation M	
SymbC1.scaffold24144.1.m1	hypothetical protein SAMN06296036_11734	
SymbC1.scaffold2415.1.m1	hypothetical protein AK812_SmicGene25849	
SymbC1.scaffold2415.2.m1	Quinolone resistance	
SymbC1.scaffold2415.3.m1	hypothetical protein AK812_SmicGene25847	
SymbC1.scaffold2415.6.m1	congested-like trachea	GO:0022857
SymbC1.scaffold2415.7.m1	hypothetical protein AK812_SmicGene21837	
SymbC1.scaffold2415.8.m1	family glutaredoxin	
SymbC1.scaffold24156.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold2416.1.m1	O-methyltransferase	GO:0008171
SymbC1.scaffold2416.2.m1	UDP-N-acetylglucosamine transferase subunit ALG13 homolog	GO:0005515|GO:0016758|GO:0006488
SymbC1.scaffold2416.3.m1	NA	
SymbC1.scaffold2416.4.m1	Indoleamine 2,3-dioxygenase 1	GO:0003677|GO:0003899|GO:0006383|GO:0005666
SymbC1.scaffold2416.5.m1	ammonium transporter	GO:0008519|GO:0015696|GO:0016020
SymbC1.scaffold2416.6.m1	Integral membrane	GO:0007186|GO:0019236
SymbC1.scaffold24160.1.m1	SDR family oxidoreductase	GO:0000287|GO:0008897
SymbC1.scaffold2417.1.m1	NA	
SymbC1.scaffold2417.2.m1	Glutathione peroxidase mitochondrial	
SymbC1.scaffold2417.3.m1	Sodium channel type 11 subunit alpha	
SymbC1.scaffold2418.3.m1	Dihydroflavonol 4-reductase	GO:0003854|GO:0055114|GO:0006694
SymbC1.scaffold242.1.m1	phosphoribosylformylglycinamidine synthase	
SymbC1.scaffold242.3.m1	hypothetical protein THAOC_06116, partial	GO:0051260
SymbC1.scaffold242.4.m1	potassium channel tetramerisation domain containing	GO:0051260
SymbC1.scaffold2420.2.m1	NA	
SymbC1.scaffold2420.3.m1	hypothetical protein AK812_SmicGene11180	GO:0016757
SymbC1.scaffold2420.4.m1	ATPase family AAA domain-containing 3	
SymbC1.scaffold2420.5.m1	hypothetical protein AK812_SmicGene9504	
SymbC1.scaffold2420.7.m1	AAA- core	GO:0005524|GO:0005739|GO:0007005
SymbC1.scaffold24204.1.m1	squalene--hopene cyclase	
SymbC1.scaffold24205.2.m1	dienelactone hydrolase family	GO:0016787
SymbC1.scaffold2421.1.m1	LRR receptor-like serine threonine- kinase	
SymbC1.scaffold2421.2.m1	serine-threonine plant-	GO:0005524|GO:0005515|GO:0004672|GO:0006468
SymbC1.scaffold2421.4.m1	Transposon Ty4-J Gag-Pol poly	GO:0005515
SymbC1.scaffold2421.6.m1	Alpha-ketoglutarate-dependent taurine dioxygenase	GO:0016491|GO:0055114
SymbC1.scaffold2421.7.m1	endoplasmic reticulum metallopeptidase 1	
SymbC1.scaffold2422.1.m1	Selenocysteine lyase	
SymbC1.scaffold2422.2.m1	ubiquitin-activating enzyme	GO:0019948|GO:0016925|GO:0016881
SymbC1.scaffold2422.4.m1	tRNA 2 -phosphotransferase 1	
SymbC1.scaffold2422.8.m1	Caroteno-chlorophyll a-c-binding	GO:0016020|GO:0009765
SymbC1.scaffold24221.1.m1	pre translocase subunit	GO:0006605|GO:0015450|GO:0016021|GO:0032784|GO:0009306
SymbC1.scaffold2423.1.m1	Palmitoyltransferase AKR1	
SymbC1.scaffold2423.2.m1	Si-specific NAD(P)(+) transhydrogenase	GO:0016491|GO:0050660|GO:0005509|GO:0045454|GO:0055114
SymbC1.scaffold2423.3.m1	Si-specific NAD(P)(+) transhydrogenase	GO:0016491|GO:0050660|GO:0045454|GO:0055114
SymbC1.scaffold2424.1.m1	plant dual-specificity MAP kinase kinase family domain	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold24245.1.m1	sugar phosphate isomerase epimerase	
SymbC1.scaffold2425.1.m1	SNARE associated Golgi	GO:0016021
SymbC1.scaffold2425.2.m1	X-ray repair cross-complementing 6-like	GO:0042162|GO:0000723|GO:0043564|GO:0004003|GO:0006303|GO:0003684
SymbC1.scaffold24254.1.m1	chromosome segregation SMC	GO:0005524|GO:0005515|GO:0051276|GO:0005694
SymbC1.scaffold24257.1.m1	helix-turn-helix domain-containing	GO:0005515|GO:0043565
SymbC1.scaffold2426.1.m1	cAMP-specific 3 ,5 -cyclic phosphodiesterase	
SymbC1.scaffold2427.1.m1	Pentatricopeptide repeat-containing	
SymbC1.scaffold2427.3.m1	hypothetical protein AK812_SmicGene20194	
SymbC1.scaffold2427.4.m1	NA	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold2427.5.m1	serine threonine	GO:0004721|GO:0005515|GO:0009742
SymbC1.scaffold24272.1.m1	peptidoglycan-binding domain-containing	
SymbC1.scaffold2428.3.m1	Metallophosphoesterase MPPED2	
SymbC1.scaffold2428.4.m1	silent information regulator family	GO:0070403
SymbC1.scaffold2428.5.m1	D-glycerate 3- chloroplastic	
SymbC1.scaffold2428.7.m1	DUF1998 domain-containing	
SymbC1.scaffold2429.1.m1	inactive ubiquitin carboxyl-terminal hydrolase	
SymbC1.scaffold2429.2.m1	solute carrier family 12 member 5	GO:0055085|GO:0016020
SymbC1.scaffold24296.1.m1	flagellar hook-basal body complex	
SymbC1.scaffold243.1.m1	dolichol phosphate mannose	GO:0016740
SymbC1.scaffold243.2.m1	tandem-95 repeat	GO:0005509|GO:0016020
SymbC1.scaffold243.3.m1	NA	
SymbC1.scaffold243.4.m1	hypothetical protein AK812_SmicGene32826	
SymbC1.scaffold2430.1.m1	WD domain G-beta repeat family	GO:0005515
SymbC1.scaffold2430.2.m1	RNA pseudouridine synthase	GO:0001522|GO:0003723|GO:0009982
SymbC1.scaffold2430.3.m1	Heat shock sti1-like	GO:0003676
SymbC1.scaffold2430.4.m1	RNA pseudouridine synthase	
SymbC1.scaffold24304.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	
SymbC1.scaffold24308.1.m1	SDR family oxidoreductase	GO:0003677|GO:0016987|GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold2431.1.m1	peptidyl-prolyl isomerase	GO:0003755|GO:0000413
SymbC1.scaffold2431.3.m1	ABC1 family	
SymbC1.scaffold2431.4.m1	COBW domain-containing 1	
SymbC1.scaffold24311.3.m1	dihydroorotase	GO:0016810
SymbC1.scaffold24315.1.m1	site-specific DNA-methyltransferase	GO:0006355
SymbC1.scaffold24316.1.m1	Threonine synthase	
SymbC1.scaffold2432.1.m1	Retrovirus-related Pol poly from transposon TNT 1-94	GO:0003676|GO:0008270|GO:0005515|GO:0015991|GO:0046961|GO:0033180
SymbC1.scaffold2432.2.m1	hypothetical protein AK812_SmicGene39484	
SymbC1.scaffold24320.1.m1	hypothetical protein CBC52_07515	GO:0051082
SymbC1.scaffold24325.1.m1	tetratricopeptide repeat	GO:0005515
SymbC1.scaffold24326.1.m1	phage tail tape measure	
SymbC1.scaffold24329.1.m1	CHRD domain-containing	
SymbC1.scaffold2433.1.m1	Na(+) H(+) antiporter	
SymbC1.scaffold2433.10.m1	ERAD-associated E3 ubiquitin- ligase DOA10	
SymbC1.scaffold2433.11.m1	NA	
SymbC1.scaffold2433.4.m1	hypothetical protein AK812_SmicGene27364	
SymbC1.scaffold2433.8.m1	NA	
SymbC1.scaffold24330.1.m1	DUF1549 domain-containing	
SymbC1.scaffold24337.1.m1	prohibitin family	
SymbC1.scaffold2434.1.m1	fumarate reductase	
SymbC1.scaffold2434.2.m1	Glycoside starch-binding	GO:2001070
SymbC1.scaffold2434.3.m1	E3 ubiquitin- ligase HERC1	
SymbC1.scaffold24348.2.m1	3-dehydroquinate synthase	GO:0009073|GO:0016838
SymbC1.scaffold2436.10.m1	NA	
SymbC1.scaffold2436.11.m1	E3 ubiquitin- ligase RNF14	GO:0004842|GO:0016567
SymbC1.scaffold2436.12.m1	RING-box 1	GO:0008270
SymbC1.scaffold2436.3.m1	nicotinamide N-methyase	
SymbC1.scaffold2436.4.m1	kynureninase isoform X1	GO:0030170|GO:0006569|GO:0005737|GO:0030429|GO:0009435
SymbC1.scaffold2436.5.m1	hypothetical conserved	
SymbC1.scaffold2436.6.m1	TPR repeat-containing	GO:0005515
SymbC1.scaffold2436.7.m1	amine-terminal domain cyclin	GO:0019901|GO:0000079
SymbC1.scaffold2436.8.m1	Ribonuclease inhibitor	GO:0005515
SymbC1.scaffold2437.1.m1	High-affinity nickel transport	GO:0015099|GO:0046872|GO:0016021|GO:0035444
SymbC1.scaffold2437.4.m1	major facilitator subfamily	
SymbC1.scaffold24371.1.m1	Rne Rng family ribonuclease	
SymbC1.scaffold24374.2.m1	SMP-30 Gluconolaconase LRE-like region	
SymbC1.scaffold24378.2.m1	fibronectin type III domain-containing	GO:0005515
SymbC1.scaffold2438.1.m1	NA	
SymbC1.scaffold2438.2.m1	apical complex lysine methyltransferase	GO:0005515
SymbC1.scaffold2438.3.m1	mitochondrial ribosomal L19	GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold24388.1.m1	NA	
SymbC1.scaffold24389.2.m1	WD G-beta repeat	GO:0005515
SymbC1.scaffold2439.1.m1	Glycosyltransferase uncharacterised	GO:0016757
SymbC1.scaffold2439.2.m1	Receptor-likey transmembrane domain- and RING domain-containing 6	GO:0005515
SymbC1.scaffold2439.3.m1	putative fucosyltransferase	
SymbC1.scaffold2439.4.m1	alpha beta hydrolase	GO:0016787
SymbC1.scaffold2439.5.m1	PDZ domain-containing	GO:0005515|GO:0006508|GO:0004252
SymbC1.scaffold24390.1.m1	GTP 3 ,8-cyclase	GO:0003824|GO:0046872|GO:0051539|GO:0006777
SymbC1.scaffold24396.1.m1	CCA tRNA nucleotidyltransferase	GO:0016779|GO:0003723|GO:0006396
SymbC1.scaffold24397.1.m1	NA	
SymbC1.scaffold244.2.m1	DNA polymerase I chloroplastic mitochondrial	GO:0006629
SymbC1.scaffold244.3.m1	NA	
SymbC1.scaffold2440.10.m1	Sorting nexin-22	GO:0035091
SymbC1.scaffold2440.11.m1	Protein NLRC3	GO:0005515
SymbC1.scaffold2440.2.m1	hypothetical protein AK812_SmicGene2381	
SymbC1.scaffold2440.3.m1	hypothetical protein AK812_SmicGene2381	
SymbC1.scaffold2440.5.m1	hypothetical protein AK812_SmicGene12542	
SymbC1.scaffold2440.6.m1	hypothetical protein AK812_SmicGene34950	
SymbC1.scaffold2440.7.m1	NA	
SymbC1.scaffold2440.8.m1	NA	
SymbC1.scaffold2440.9.m1	Vacuolar sorting-associated VTA1-like	
SymbC1.scaffold24401.1.m1	ribosomal RPS18	GO:0003723|GO:0003735|GO:0005840|GO:0006412
SymbC1.scaffold24402.2.m1	hypothetical protein C5Y96_26820	
SymbC1.scaffold24404.1.m1	AMP-dependent synthetase	GO:0003824
SymbC1.scaffold24405.1.m1	Cytochrome P450 704C1	GO:0005506|GO:0016705|GO:0055114|GO:0020037
SymbC1.scaffold2441.2.m1	Low conductance mechanosensitive channel	GO:0055085|GO:0005509|GO:0016020
SymbC1.scaffold2441.3.m1	LRR receptor-like serine threonine- kinase FLS2	GO:0005515
SymbC1.scaffold2441.4.m1	NA	
SymbC1.scaffold2441.5.m1	NA	
SymbC1.scaffold24411.2.m1	Prolyl oligopeptidase family	
SymbC1.scaffold24412.1.m1	cysteine--tRNA ligase	GO:0005524|GO:0006418|GO:0004812|GO:0016616|GO:0051287|GO:0055114
