EntrezGeneID	Annotation
aten_0.1.m1.32400.m1	leukocyte tyrosine kinase receptor-like
aten_0.1.m1.32401.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32403.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32404.m1	leukocyte tyrosine kinase receptor-like
aten_0.1.m1.32405.m1	ALK tyrosine kinase receptor-like
aten_0.1.m1.32406.m1	SPRY domain-containing SOCS box 4
aten_0.1.m1.32407.m1	ALK tyrosine kinase receptor-like
aten_0.1.m1.32408.m1	Retrovirus-related Pol poly
aten_0.1.m1.32409.m1	ALK tyrosine kinase receptor-like
aten_0.1.m1.3241.m1	Lysyl oxidase-like 4
aten_0.1.m1.32410.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32411.m1	uncharacterized protein LOC110059606, partial
aten_0.1.m1.32413.m1	L-ascorbate oxidase-like
aten_0.1.m1.32414.m1	motile sperm domain-containing 2-like
aten_0.1.m1.32415.m1	L-ascorbate oxidase-like
aten_0.1.m1.32416.m1	unc-50 homolog A-like isoform X1
aten_0.1.m1.32418.m1	bactericidal permeability-increasing -like
aten_0.1.m1.32419.m1	motile sperm domain-containing 2-like
aten_0.1.m1.3242.m1	vesicle transport SFT2A-like
aten_0.1.m1.32420.m1	melatonin receptor type 1C-like
aten_0.1.m1.32421.m1	D(2)-like dopamine receptor
aten_0.1.m1.32422.m1	palmitoyltransferase ZDHHC15-like
aten_0.1.m1.32423.m1	transmembrane 131-like
aten_0.1.m1.32424.m1	CCR4-NOT transcription complex subunit 7-like
aten_0.1.m1.32425.m1	PIH1D3-like
aten_0.1.m1.32426.m1	dihydrolipoyl mitochondrial-like
aten_0.1.m1.32427.m1	mitochondrial carnitine acylcarnitine carrier -like
aten_0.1.m1.32428.m1	E3 ubiquitin- ligase TRIM71
aten_0.1.m1.32429.m1	ELMO domain-containing 2-like isoform X1
aten_0.1.m1.3243.m1	DUF21 domain-containing At4g33700-like
aten_0.1.m1.32430.m1	transmembrane 187-like
aten_0.1.m1.32431.m1	hypothetical protein AC249_AIPGENE15549
aten_0.1.m1.32432.m1	TPR and ankyrin repeat-containing 1-like
aten_0.1.m1.32433.m1	scavenger receptor cysteine-rich type 1 M130-like
aten_0.1.m1.32434.m1	inactive tyrosine- kinase 7-like
aten_0.1.m1.32437.m1	uncharacterized protein LOC110068271
aten_0.1.m1.32438.m1	General transcription factor II-I repeat domain-containing 1
aten_0.1.m1.32440.m1	collagen alpha-3(VI) chain-like isoform X1
aten_0.1.m1.32441.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.32442.m1	uncharacterized protein LOC110250594
aten_0.1.m1.32443.m1	TPR and ankyrin repeat-containing 1-like isoform X1
aten_0.1.m1.32444.m1	RNA-directed DNA polymerase from mobile element jockey-like
aten_0.1.m1.32445.m1	S-adenosylmethionine mitochondrial carrier -like isoform X1
aten_0.1.m1.32446.m1	neuronal acetylcholine receptor subunit alpha-10-like isoform X1
aten_0.1.m1.32447.m1	ATP synthase subunit mitochondrial
aten_0.1.m1.32448.m1	DD3-3-like isoform X1
aten_0.1.m1.3245.m1	DNA polymerase lambda-like
aten_0.1.m1.32450.m1	cytoplasmic tRNA 2-thiolation 2-A-like
aten_0.1.m1.32451.m1	Dolichol-phosphate mannosyltransferase subunit 3
aten_0.1.m1.32452.m1	FAM72A-like
aten_0.1.m1.32453.m1	GDP-fucose transporter 1-like
aten_0.1.m1.32454.m1	zinc transporter 1-like
aten_0.1.m1.32455.m1	NCK-interacting with SH3 domain-like
aten_0.1.m1.32456.m1	SRSF kinase 3-like isoform X1
aten_0.1.m1.32457.m1	CCAAT enhancer-binding gamma-like
aten_0.1.m1.32458.m1	A disintegrin and metallo ase with thrombospondin motifs 9-like
aten_0.1.m1.32459.m1	O-glucosyltransferase 1-like
aten_0.1.m1.3246.m1	E3 ubiquitin- ligase XIAP-like
aten_0.1.m1.32460.m1	glucose-6-phosphate exchanger SLC37A2-like
aten_0.1.m1.32461.m1	Centromere F
aten_0.1.m1.32462.m1	PREDICTED: uncharacterized protein LOC107352823
aten_0.1.m1.32463.m1	PREDICTED: calmodulin-like
aten_0.1.m1.32464.m1	uncharacterized protein LOC111333807
aten_0.1.m1.32465.m1	MCM10 homolog
aten_0.1.m1.32466.m1	E3 ubiquitin- ligase Hakai
aten_0.1.m1.32467.m1	---NA---
aten_0.1.m1.32468.m1	uncharacterized protein LOC110044800
aten_0.1.m1.32469.m1	PREDICTED: uncharacterized protein LOC107352803
aten_0.1.m1.3247.m1	transmembrane 135-like
aten_0.1.m1.32470.m1	SLIT-ROBO Rho GTPase-activating 1-like
aten_0.1.m1.32471.m1	nuclear transcription factor Y subunit beta-like
aten_0.1.m1.32472.m1	---NA---
aten_0.1.m1.32473.m1	CDK5 regulatory subunit-associated 2-like isoform X2
aten_0.1.m1.32474.m1	---NA---
aten_0.1.m1.32475.m1	mediator of RNA polymerase II transcription subunit 1-like
aten_0.1.m1.32476.m1	PREDICTED: uncharacterized protein LOC107352807
aten_0.1.m1.32477.m1	FAM50A-like
aten_0.1.m1.32478.m1	thioredoxin reductase cytoplasmic-like
aten_0.1.m1.32479.m1	PREDICTED: uncharacterized protein C12orf56-like
aten_0.1.m1.3248.m1	PREDICTED: uncharacterized protein LOC107328408
aten_0.1.m1.32482.m1	PREDICTED: uncharacterized protein LOC107352806
aten_0.1.m1.32483.m1	cAMP-dependent kinase type II regulatory subunit-like isoform X1
aten_0.1.m1.32484.m1	Reticulocyte-binding 2-like a
aten_0.1.m1.32486.m1	Gag poly
aten_0.1.m1.32487.m1	Gag poly
aten_0.1.m1.32489.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.3249.m1	PREDICTED: uncharacterized protein LOC107328407
aten_0.1.m1.32491.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.32498.m1	PREDICTED: uncharacterized protein LOC107346245
aten_0.1.m1.32499.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.325.m1	PREDICTED: uncharacterized protein LOC107328277
aten_0.1.m1.3250.m1	PREDICTED: caldesmon-like
aten_0.1.m1.32500.m1	nuclease HARBI1
aten_0.1.m1.32501.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.32504.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.32508.m1	P2X purinoceptor 7-like
aten_0.1.m1.32509.m1	nuclease HARBI1
aten_0.1.m1.3251.m1	frizzled 4
aten_0.1.m1.32510.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.32511.m1	uncharacterized protein LOC111334905
aten_0.1.m1.32512.m1	flocculation FLO11-like
aten_0.1.m1.32516.m1	Transposon TX1 uncharacterized 149 kDa
aten_0.1.m1.32517.m1	uncharacterized protein LOC112041248
aten_0.1.m1.32518.m1	P2X purinoceptor 7-like
aten_0.1.m1.32519.m1	trissin receptor-like isoform X1
aten_0.1.m1.3252.m1	bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA-like
aten_0.1.m1.32522.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32523.m1	asteroid homolog 1-like
aten_0.1.m1.32524.m1	---NA---
aten_0.1.m1.32528.m1	Chromatin modification-related YNG2
aten_0.1.m1.3253.m1	UPF0544 C5orf45 homolog isoform X1
aten_0.1.m1.32531.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32532.m1	trissin receptor-like isoform X1
aten_0.1.m1.32533.m1	PREDICTED: uncharacterized protein LOC107357015 isoform X1
aten_0.1.m1.32534.m1	PREDICTED: uncharacterized protein LOC107353893
aten_0.1.m1.32536.m1	allatostatin-A receptor-like
aten_0.1.m1.32537.m1	---NA---
aten_0.1.m1.32538.m1	G- -signaling modulator 2-like
aten_0.1.m1.32539.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.3254.m1	ATP synthase subunit mitochondrial-like
aten_0.1.m1.32541.m1	asteroid homolog 1-like
aten_0.1.m1.32542.m1	asteroid homolog 1-like
aten_0.1.m1.32543.m1	---NA---
aten_0.1.m1.32544.m1	FH2 domain-containing 1-like isoform X1
aten_0.1.m1.32545.m1	tubulin-specific chaperone D-like
aten_0.1.m1.32546.m1	Src kinase-associated phospho 2
aten_0.1.m1.32547.m1	trissin receptor-like isoform X1
aten_0.1.m1.32548.m1	anoctamin-4-like isoform X1
aten_0.1.m1.32549.m1	anoctamin-4-like isoform X1
aten_0.1.m1.3255.m1	frizzled 3
aten_0.1.m1.32551.m1	trissin receptor-like isoform X1
aten_0.1.m1.32552.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.32553.m1	histone -like
aten_0.1.m1.32554.m1	pentatricopeptide repeat-containing mitochondrial-like
aten_0.1.m1.32555.m1	trissin receptor-like isoform X1
aten_0.1.m1.32556.m1	alanine--glyoxylate aminotransferase mitochondrial-like
aten_0.1.m1.32557.m1	decapping and exoribonuclease -like
aten_0.1.m1.32558.m1	disheveled-associated activator of morphogenesis 1-like
aten_0.1.m1.32559.m1	tyrosine- kinase receptor Tie-1-like
aten_0.1.m1.3256.m1	PREDICTED: uncharacterized protein LOC107346952
aten_0.1.m1.32560.m1	fibroblast growth factor receptor homolog 1-like
aten_0.1.m1.32561.m1	limbic system-associated membrane -like isoform X2
aten_0.1.m1.32563.m1	nuclease HARBI1
aten_0.1.m1.32568.m1	nuclease HARBI1
aten_0.1.m1.3257.m1	wiskott-Aldrich syndrome family member 3-like
aten_0.1.m1.32570.m1	fibroblast growth factor receptor 2-like isoform X6
aten_0.1.m1.32572.m1	PREDICTED: uncharacterized protein LOC107344891
aten_0.1.m1.32573.m1	opioid-binding cell adhesion molecule homolog
aten_0.1.m1.32574.m1	Tyrosine kinase receptor Cad96Ca
aten_0.1.m1.32578.m1	fibroblast growth factor receptor 2-like isoform X3
aten_0.1.m1.32579.m1	PREDICTED: uncharacterized protein LOC107350131
aten_0.1.m1.3258.m1	probable ADP-ribose 1 -phosphate phosphatase YML087W
aten_0.1.m1.32580.m1	fibroblast growth factor receptor-like isoform X1
aten_0.1.m1.32581.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.32582.m1	fibroblast growth factor receptor 3-like isoform X3
aten_0.1.m1.32583.m1	fibroblast growth factor receptor 3-like isoform X2
aten_0.1.m1.32584.m1	fibroblast growth factor receptor 2-like
aten_0.1.m1.32585.m1	transient receptor potential cation channel subfamily M member 6-like
aten_0.1.m1.32586.m1	nuclease HARBI1
aten_0.1.m1.32587.m1	---NA---
aten_0.1.m1.32588.m1	OTU domain-containing
aten_0.1.m1.32589.m1	opioid-binding cell adhesion molecule homolog
aten_0.1.m1.3259.m1	ankyrin repeat domain-containing 24-like isoform X1
aten_0.1.m1.32591.m1	fibroblast growth factor receptor 2-like isoform X1
aten_0.1.m1.32592.m1	cytosolic Fe-s cluster assembly factor nubp1-b-like
aten_0.1.m1.32593.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.32594.m1	beta gamma crystallin isoform
aten_0.1.m1.32595.m1	opioid-binding cell adhesion molecule homolog
aten_0.1.m1.32596.m1	fibroblast growth factor receptor 2-like isoform X6
aten_0.1.m1.32597.m1	beta gamma crystallin isoform
aten_0.1.m1.32599.m1	hypothetical protein AWC38_SpisGene3710
aten_0.1.m1.326.m1	Glycine betaine transporter
aten_0.1.m1.3260.m1	NADP-dependent malic enzyme-like
aten_0.1.m1.32604.m1	PREDICTED: uncharacterized protein LOC107346563
aten_0.1.m1.32606.m1	reverse transcriptase (RNA-dependent DNA polymerase) domain-containing
aten_0.1.m1.32607.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.32608.m1	histone H2B-like
aten_0.1.m1.3261.m1	Pyridoxal kinase
aten_0.1.m1.32612.m1	isoform A
aten_0.1.m1.32613.m1	histone -like
aten_0.1.m1.32614.m1	Histone H4
aten_0.1.m1.32615.m1	PREDICTED: uncharacterized protein LOC102002096
aten_0.1.m1.32616.m1	nuclease HARBI1
aten_0.1.m1.32617.m1	Tyrosine kinase receptor Cad96Ca
aten_0.1.m1.32618.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.32619.m1	uncharacterized protein LOC110985613
aten_0.1.m1.3262.m1	pirin
aten_0.1.m1.32621.m1	PREDICTED: uncharacterized protein LOC107328292
aten_0.1.m1.32623.m1	hypothetical protein AWC38_SpisGene2692
aten_0.1.m1.32624.m1	PREDICTED: uncharacterized protein LOC107355195
aten_0.1.m1.32626.m1	kinesin light chain-like
aten_0.1.m1.32627.m1	DNA replication complex GINS SLD5
aten_0.1.m1.32628.m1	suppressor SRP40-like
aten_0.1.m1.3263.m1	acetyl- mitochondrial-like
aten_0.1.m1.32631.m1	transcription factor Adf-1-like
aten_0.1.m1.32632.m1	ficolin-2-like isoform X1
aten_0.1.m1.32633.m1	ficolin-2-like isoform X1
aten_0.1.m1.32634.m1	Histidine ammonia-lyase
aten_0.1.m1.32635.m1	---NA---
aten_0.1.m1.32636.m1	uncharacterized protein LOC110045209
aten_0.1.m1.32637.m1	uncharacterized protein LOC110045209
aten_0.1.m1.32639.m1	uncharacterized protein LOC110065986
aten_0.1.m1.32641.m1	sidekick-1-like isoform X2
aten_0.1.m1.32642.m1	nuclease HARBI1
aten_0.1.m1.32643.m1	PREDICTED: uncharacterized protein LOC107357975
aten_0.1.m1.32646.m1	nuclease HARBI1
aten_0.1.m1.32649.m1	THAP domain-containing 4
aten_0.1.m1.3265.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.32650.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32651.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32652.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32653.m1	latent-transforming growth factor beta-binding 3-like
aten_0.1.m1.32654.m1	---NA---
aten_0.1.m1.32655.m1	latent-transforming growth factor beta-binding 3-like
aten_0.1.m1.32656.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32657.m1	THAP domain-containing 11
aten_0.1.m1.32658.m1	THAP domain-containing 11
aten_0.1.m1.3266.m1	---NA---
aten_0.1.m1.32661.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32662.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32663.m1	latent-transforming growth factor beta-binding 3-like
aten_0.1.m1.32664.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32665.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.32666.m1	PREDICTED: uncharacterized protein LOC107355617
aten_0.1.m1.32668.m1	intelectin-1-like isoform X2
aten_0.1.m1.32669.m1	THAP domain-containing 11
aten_0.1.m1.3267.m1	solute carrier family 35 member C2-like isoform X1
aten_0.1.m1.32670.m1	latent-transforming growth factor beta-binding 3-like
aten_0.1.m1.32671.m1	G- -signaling modulator 2-like
aten_0.1.m1.32672.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32673.m1	intelectin-1-like isoform X2
aten_0.1.m1.32674.m1	intelectin-1-like isoform X2
aten_0.1.m1.32675.m1	G- -signaling modulator 2-like
aten_0.1.m1.32676.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32677.m1	Inactive phospholipase C 1
aten_0.1.m1.32678.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32679.m1	---NA---
aten_0.1.m1.3268.m1	---NA---
aten_0.1.m1.32680.m1	G- -signaling modulator 2-like
aten_0.1.m1.32684.m1	latent-transforming growth factor beta-binding 3-like
aten_0.1.m1.32687.m1	PREDICTED: uncharacterized protein LOC107348606
aten_0.1.m1.32688.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32689.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.3269.m1	PREDICTED: uncharacterized protein LOC107342983
aten_0.1.m1.32690.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32691.m1	fibrillin-1-like isoform X1
aten_0.1.m1.32692.m1	---NA---
aten_0.1.m1.32693.m1	fibrillin-1-like isoform X3
aten_0.1.m1.32694.m1	THAP domain-containing 2
aten_0.1.m1.32695.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32696.m1	neurogenic locus notch homolog 1-like
aten_0.1.m1.32698.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32699.m1	intelectin-1-like isoform X2
aten_0.1.m1.327.m1	catalase-like isoform X1
aten_0.1.m1.3270.m1	Coiled-coil domain-containing 174
aten_0.1.m1.32701.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32703.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32705.m1	N-alpha-acetyltransferase auxiliary subunit
aten_0.1.m1.32706.m1	PREDICTED: uncharacterized protein LOC107355251
aten_0.1.m1.32708.m1	mitogen-activated kinase kinase kinase dlk-1-like
aten_0.1.m1.32709.m1	THAP domain-containing 2
aten_0.1.m1.3271.m1	coiled-coil domain-containing 174-like
aten_0.1.m1.32710.m1	scavenger receptor cysteine-rich type 1 M130-like
aten_0.1.m1.32711.m1	neural cell adhesion molecule 1-B-like
aten_0.1.m1.32712.m1	hemicentin-1-like
aten_0.1.m1.32713.m1	Integrase recombinase xerD-like
aten_0.1.m1.32714.m1	PREDICTED: uncharacterized protein LOC107335103
aten_0.1.m1.32715.m1	PREDICTED: uncharacterized protein F54H12.2-like
aten_0.1.m1.32716.m1	uncharacterized transposon-derived
aten_0.1.m1.32717.m1	DNA polymerase
aten_0.1.m1.32718.m1	PREDICTED: uncharacterized protein LOC107336531
aten_0.1.m1.32719.m1	piggyBac transposable element-derived 4-like
aten_0.1.m1.32721.m1	branchpoint-bridging -like
aten_0.1.m1.32724.m1	hypothetical protein AC249_AIPGENE12354, partial
aten_0.1.m1.32725.m1	neural cell adhesion molecule 1-B-like
aten_0.1.m1.32726.m1	leucine-rich repeats and immunoglobulin-like domains 1
aten_0.1.m1.32727.m1	tyrosine kinase receptor Cad96Ca-like
aten_0.1.m1.32728.m1	LIGHT-DEPENDENT SHORT HYPOCOTYLS 6
aten_0.1.m1.32729.m1	vascular endothelial growth factor receptor 1-like
aten_0.1.m1.32730.m1	40S ribosomal S2
aten_0.1.m1.32731.m1	Neuropeptide Y receptor
aten_0.1.m1.32732.m1	hypothetical protein AC249_AIPGENE16799
aten_0.1.m1.32733.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.32734.m1	Proto-oncogene tyrosine- kinase receptor Ret
aten_0.1.m1.32737.m1	Transposable element P transposase
aten_0.1.m1.32739.m1	lysophospholipase 1
aten_0.1.m1.3274.m1	nucleotide-binding oligomerization domain-containing 1-like
aten_0.1.m1.32741.m1	UPF0577 KIAA1324-like homolog
aten_0.1.m1.32742.m1	cholesterol 24-hydroxylase-like
aten_0.1.m1.32743.m1	sulfotransferase family cytosolic 1B member 1-like
aten_0.1.m1.32744.m1	sulfotransferase family cytosolic 1B member 1-like
aten_0.1.m1.32745.m1	PREDICTED: uncharacterized protein LOC107351207 isoform X1
aten_0.1.m1.32746.m1	PREDICTED: uncharacterized protein LOC107338583
aten_0.1.m1.32747.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32748.m1	PREDICTED: uncharacterized protein LOC107339701
aten_0.1.m1.32749.m1	SURP and G-patch domain-containing 1
aten_0.1.m1.3275.m1	probable chromo domain-containing LHP1
aten_0.1.m1.32751.m1	ac transposable element-derived 1
aten_0.1.m1.32754.m1	PREDICTED: uncharacterized protein LOC107343216
aten_0.1.m1.32755.m1	---NA---
aten_0.1.m1.32757.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.32758.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.3276.m1	RNA-directed DNA polymerase from mobile element jockey
aten_0.1.m1.32760.m1	---NA---
aten_0.1.m1.32761.m1	uncharacterized transposon-derived
aten_0.1.m1.32765.m1	scavenger receptor cysteine-rich domain superfamily -like
aten_0.1.m1.32766.m1	neuropeptide FF receptor 2-like
aten_0.1.m1.32767.m1	inactive tyrosine- kinase 7-like
aten_0.1.m1.32768.m1	PREDICTED: uncharacterized protein LOC107355384
aten_0.1.m1.32769.m1	lysophospholipase 1
aten_0.1.m1.3277.m1	brefeldin A-inhibited guanine nucleotide-exchange 3-like
aten_0.1.m1.32770.m1	scavenger receptor cysteine-rich type 1 M130-like
aten_0.1.m1.32772.m1	14-3-3 beta alpha
aten_0.1.m1.32774.m1	cholesterol 24-hydroxylase-like
aten_0.1.m1.32775.m1	39S ribosomal mitochondrial-like
aten_0.1.m1.32776.m1	Pogo transposable element with KRAB domain
aten_0.1.m1.32777.m1	myb X
aten_0.1.m1.32782.m1	PREDICTED: uncharacterized protein LOC107339748 isoform X2
aten_0.1.m1.32783.m1	limbic system-associated membrane -like isoform X2
aten_0.1.m1.32785.m1	Enoyl- hydratase domain-containing mitochondrial
aten_0.1.m1.32786.m1	Retrovirus-related Pol poly from type-1 retrotransposable element
aten_0.1.m1.32787.m1	nucleoporin GLE1-like
aten_0.1.m1.32788.m1	trichohyalin-like
aten_0.1.m1.32790.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R2
aten_0.1.m1.32791.m1	---NA---
aten_0.1.m1.32792.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.32794.m1	uncharacterized protein LOC110043873
aten_0.1.m1.32795.m1	myb SANT-like DNA-binding domain-containing 2
aten_0.1.m1.32796.m1	hypothetical protein AC249_AIPGENE11741
aten_0.1.m1.328.m1	cytochrome P450 3A8-like
aten_0.1.m1.3280.m1	2Fe-2S ferredoxin-like
aten_0.1.m1.32800.m1	small cysteine-rich 3-like
aten_0.1.m1.32801.m1	small cysteine-rich 3-like
aten_0.1.m1.32803.m1	RNA-directed DNA polymerase from transposon X-element
aten_0.1.m1.32804.m1	Carboxypeptidase N subunit 2
aten_0.1.m1.32805.m1	PREDICTED: uncharacterized protein LOC107353885
aten_0.1.m1.32807.m1	small heat shock
aten_0.1.m1.32808.m1	BRISC and BRCA1-A complex member 1-like
aten_0.1.m1.3281.m1	probable C-mannosyltransferase DPY19L3 isoform X1
aten_0.1.m1.32810.m1	nuclease HARBI1
aten_0.1.m1.32812.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32813.m1	cyclin-dependent serine threonine- kinase DDB_G0272797 DDB_G0274007
aten_0.1.m1.32814.m1	PREDICTED: uncharacterized protein LOC107354137 isoform X4
aten_0.1.m1.32815.m1	PREDICTED: uncharacterized protein LOC107343052 isoform X18
aten_0.1.m1.32816.m1	PREDICTED: uncharacterized protein LOC107347180
aten_0.1.m1.32817.m1	hypothetical protein AC249_AIPGENE10506
aten_0.1.m1.32818.m1	zinc finger MYM-type 1-like
aten_0.1.m1.32819.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32820.m1	PREDICTED: uncharacterized protein LOC107343052 isoform X9
aten_0.1.m1.32821.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32822.m1	PREDICTED: uncharacterized protein LOC107346689 isoform X1
aten_0.1.m1.32824.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32825.m1	D-inositol 3-phosphate glycosyltransferase 1-like
aten_0.1.m1.32826.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32827.m1	PREDICTED: uncharacterized protein LOC107346689 isoform X1
aten_0.1.m1.32828.m1	PREDICTED: uncharacterized protein LOC107326906
aten_0.1.m1.32829.m1	DNA polymerase
aten_0.1.m1.32830.m1	uncharacterized protein LOC110049227
aten_0.1.m1.32831.m1	PREDICTED: uncharacterized protein LOC107336531
aten_0.1.m1.32832.m1	---NA---
aten_0.1.m1.32833.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32834.m1	D-inositol 3-phosphate glycosyltransferase 1-like
aten_0.1.m1.32835.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32836.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32837.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.32838.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.32839.m1	PREDICTED: uncharacterized protein LOC107354137 isoform X7
